neuropil,sample,global_clustering,density,reciprocity,average_strength,n_nodes,n_edges
CRE_L,0,0.0906982410640999,0.003922876662164887,0.09251141207982796,,5813,132535
CRE_L,1,0.09087224916991983,0.003922876662164887,0.09318293281020108,,5813,132535
CRE_L,2,0.09143969148703793,0.003922876662164887,0.09347719470328593,,5813,132535
CRE_L,3,0.0903200360686303,0.003922876662164887,0.09296412268457388,,5813,132535
CRE_L,4,0.09191586310964829,0.003922876662164887,0.09407326366620138,,5813,132535
CRE_L,5,0.09159523840026816,0.003922876662164887,0.09381672765684536,,5813,132535
CRE_L,6,0.0915311449611123,0.003922876662164887,0.09451842909420154,,5813,132535
CRE_L,7,0.09127448758739092,0.003922876662164887,0.09380918248009959,,5813,132535
CRE_L,8,0.0903847790793226,0.003922876662164887,0.09491077828498133,,5813,132535
CRE_L,9,0.09130286245376917,0.003922876662164887,0.09394499566152337,,5813,132535
CRE_L,10,0.0914836914929965,0.003922876662164887,0.09472214886633719,,5813,132535
CRE_L,11,0.09105091653487071,0.003922876662164887,0.09334892669860792,,5813,132535
CRE_L,12,0.09143031292218194,0.003922876662164887,0.09230769230769231,,5813,132535
CRE_L,13,0.09158085805905723,0.003922876662164887,0.09548421171765949,,5813,132535
CRE_L,14,0.09111718073821702,0.003922876662164887,0.09285094503338741,,5813,132535
CRE_L,15,0.091752644994598,0.003922876662164887,0.09538612441996454,,5813,132535
CRE_L,16,0.09156828694177573,0.003922876662164887,0.09333383634511638,,5813,132535
CRE_L,17,0.09163968627002028,0.003922876662164887,0.09257931867053985,,5813,132535
CRE_L,18,0.0909795192765983,0.003922876662164887,0.0923529633681669,,5813,132535
CRE_L,19,0.09194071417225722,0.003922876662164887,0.09254159278681102,,5813,132535
CRE_L,20,0.09269645128907876,0.003922876662164887,0.09315275210321802,,5813,132535
CRE_L,21,0.09180537587893874,0.003922876662164887,0.09473723921982873,,5813,132535
CRE_L,22,0.09180265273678696,0.003922876662164887,0.09466933262911684,,5813,132535
CRE_L,23,0.09164504391294363,0.003922876662164887,0.09344701399630287,,5813,132535
CRE_L,24,0.09067562374094551,0.003922876662164887,0.09440525144301505,,5813,132535
CRE_L,25,0.0915759549481951,0.003922876662164887,0.09208888218206511,,5813,132535
CRE_L,26,0.09122513979159254,0.003922876662164887,0.09406571848945562,,5813,132535
CRE_L,27,0.09122513118075556,0.003922876662164887,0.0938318180103369,,5813,132535
CRE_L,28,0.09147113296826911,0.003922876662164887,0.09205870147508205,,5813,132535
CRE_L,29,0.09123615947214393,0.003922876662164887,0.09223224054023466,,5813,132535
CRE_L,30,0.09130054671804379,0.003922876662164887,0.09454106462443883,,5813,132535
CRE_L,31,0.09142468848626778,0.003922876662164887,0.09254159278681102,,5813,132535
CRE_L,32,0.09116409752373598,0.003922876662164887,0.0941336250801675,,5813,132535
CRE_L,33,0.0909320167511752,0.003922876662164887,0.09227751160070925,,5813,132535
CRE_L,34,0.09090612214278135,0.003922876662164887,0.09245105066586184,,5813,132535
CRE_L,35,0.09077152592777064,0.003922876662164887,0.09439770626626928,,5813,132535
CRE_L,36,0.09162304897131933,0.003922876662164887,0.09392236013128608,,5813,132535
CRE_L,37,0.09113322657962883,0.003922876662164887,0.09353755611725205,,5813,132535
CRE_L,38,0.09171585482401946,0.003922876662164887,0.09412607990342174,,5813,132535
CRE_L,39,0.09162849617180584,0.003922876662164887,0.09472969404308296,,5813,132535
CRE_L,40,0.0919802263322434,0.003922876662164887,0.0923529633681669,,5813,132535
CRE_L,41,0.09232607164366177,0.003922876662164887,0.09320556834043837,,5813,132535
CRE_L,42,0.09099481259661944,0.003922876662164887,0.09360546270796394,,5813,132535
CRE_L,43,0.09043714459000742,0.003922876662164887,0.09438261591277776,,5813,132535
CRE_L,44,0.09207671798066076,0.003922876662164887,0.09308484551250613,,5813,132535
CRE_L,45,0.09160153280826017,0.003922876662164887,0.09338665258233673,,5813,132535
CRE_L,46,0.09204807984545561,0.003922876662164887,0.09411853472667597,,5813,132535
CRE_L,47,0.09134555625916105,0.003922876662164887,0.09330365563813332,,5813,132535
CRE_L,48,0.09132670525651074,0.003922876662164887,0.09245859584260761,,5813,132535
CRE_L,49,0.09188934096025067,0.003922876662164887,0.09331874599162486,,5813,132535
CRE_L,50,0.09103045137414674,0.003922876662164887,0.09380163730335384,,5813,132535
CRE_L,51,0.09112332672658616,0.003922876662164887,0.09177952993548874,,5813,132535
CRE_L,52,0.09193739648000636,0.003922876662164887,0.09205870147508205,,5813,132535
CRE_L,53,0.09153900145070046,0.003922876662164887,0.09404308295921832,,5813,132535
CRE_L,54,0.09172839403873488,0.003922876662164887,0.0928735805636247,,5813,132535
CRE_L,55,0.0917863093651981,0.003922876662164887,0.09470705851284567,,5813,132535
CRE_L,56,0.09050789008271377,0.003922876662164887,0.09395254083826914,,5813,132535
CRE_L,57,0.09179448463748888,0.003922876662164887,0.09443543214999811,,5813,132535
CRE_L,58,0.09122771003274945,0.003922876662164887,0.09374127588938772,,5813,132535
CRE_L,59,0.0912763757864849,0.003922876662164887,0.09446561285698117,,5813,132535
CRE_L,60,0.09122002653075412,0.003922876662164887,0.09345455917304862,,5813,132535
CRE_L,61,0.09184692438236121,0.003922876662164887,0.09282076432640435,,5813,132535
CRE_L,62,0.09156891217575444,0.003922876662164887,0.09284339985664164,,5813,132535
CRE_L,63,0.09147664365287639,0.003922876662164887,0.09303202927528577,,5813,132535
CRE_L,64,0.09110216299769805,0.003922876662164887,0.09174180405175991,,5813,132535
CRE_L,65,0.0924139527747112,0.003922876662164887,0.0943297996755574,,5813,132535
CRE_L,66,0.09140407421445108,0.003922876662164887,0.0941336250801675,,5813,132535
CRE_L,67,0.09139661545568793,0.003922876662164887,0.09441279661976082,,5813,132535
CRE_L,68,0.09173646789567079,0.003922876662164887,0.09538612441996454,,5813,132535
CRE_L,69,0.0912622524224052,0.003922876662164887,0.0926774059682348,,5813,132535
CRE_L,70,0.09143428473071512,0.003922876662164887,0.09492586863847285,,5813,132535
CRE_L,71,0.09190846169638997,0.003922876662164887,0.0941788961406421,,5813,132535
CRE_L,72,0.09158413763596092,0.003922876662164887,0.09405062813596408,,5813,132535
CRE_L,73,0.09166193899285065,0.003922876662164887,0.09385445354057419,,5813,132535
CRE_L,74,0.09172963353436303,0.003922876662164887,0.09325083940091297,,5813,132535
CRE_L,75,0.09107793910482617,0.003922876662164887,0.09230769230769231,,5813,132535
CRE_L,76,0.09143835456440247,0.003922876662164887,0.09365073376843852,,5813,132535
CRE_L,77,0.09087218646611665,0.003922876662164887,0.09308484551250613,,5813,132535
CRE_L,78,0.09179823921049066,0.003922876662164887,0.0932432942241672,,5813,132535
CRE_L,79,0.09182276481058804,0.003922876662164887,0.09500132040593051,,5813,132535
CRE_L,80,0.09203172334799584,0.003922876662164887,0.09414117025691326,,5813,132535
CRE_L,81,0.09167098610459236,0.003922876662164887,0.0932659297544045,,5813,132535
CRE_L,82,0.09054308355273402,0.003922876662164887,0.09544648583393066,,5813,132535
CRE_L,83,0.0910277119118004,0.003922876662164887,0.09429961896857433,,5813,132535
CRE_L,84,0.09137885568303675,0.003922876662164887,0.09058739200965783,,5813,132535
CRE_L,85,0.09091917880982642,0.003922876662164887,0.09306220998226883,,5813,132535
CRE_L,86,0.09085229388168278,0.003922876662164887,0.09428452861508281,,5813,132535
CRE_L,87,0.09145590744955372,0.003922876662164887,0.09365827894518429,,5813,132535
CRE_L,88,0.0908470758844841,0.003922876662164887,0.09263968008450597,,5813,132535
CRE_L,89,0.09152131128111729,0.003922876662164887,0.09397517636850643,,5813,132535
CRE_L,90,0.09179227463551064,0.003922876662164887,0.09322065869392991,,5813,132535
CRE_L,91,0.09157419575899124,0.003922876662164887,0.09401290225223526,,5813,132535
CRE_L,92,0.09117233222090451,0.003922876662164887,0.09359791753121817,,5813,132535
CRE_L,93,0.0915157919929982,0.003922876662164887,0.09362809823820123,,5813,132535
CRE_L,94,0.09078803023761065,0.003922876662164887,0.09279812879616706,,5813,132535
CRE_L,95,0.09143177223784886,0.003922876662164887,0.09509940770362546,,5813,132535
CRE_L,96,0.0922084578706417,0.003922876662164887,0.0920058852378617,,5813,132535
CRE_L,97,0.09182802778835732,0.003922876662164887,0.09300939374504848,,5813,132535
CRE_L,98,0.09130485046025925,0.003922876662164887,0.09245105066586184,,5813,132535
CRE_L,99,0.0910847404761306,0.003922876662164887,0.09337910740559098,,5813,132535
CRE_L,100,0.09192472810767394,0.003922876662164887,0.09366582412193006,,5813,132535
CRE_L,101,0.09110894585911618,0.003922876662164887,0.09263213490776022,,5813,132535
CRE_L,102,0.09184852274363921,0.003922876662164887,0.09389972460104878,,5813,132535
CRE_L,103,0.0910781032754079,0.003922876662164887,0.09270758667521786,,5813,132535
CRE_L,104,0.09173059584937529,0.003922876662164887,0.09151544874938695,,5813,132535
CRE_L,105,0.09149049086471173,0.003922876662164887,0.09276794808918398,,5813,132535
CRE_L,106,0.09141681234013337,0.003922876662164887,0.093763911419625,,5813,132535
CRE_L,107,0.09137873010367202,0.003922876662164887,0.09349983023352322,,5813,132535
CRE_L,108,0.09090768739337096,0.003922876662164887,0.09373373071264195,,5813,132535
CRE_L,109,0.09118500390468559,0.003922876662164887,0.09197570453087864,,5813,132535
CRE_L,110,0.09066122988622287,0.003922876662164887,0.09276794808918398,,5813,132535
CRE_L,111,0.09248900247601428,0.003922876662164887,0.09202097559135322,,5813,132535
CRE_L,112,0.091400428761129,0.003922876662164887,0.09400535707548949,,5813,132535
CRE_L,113,0.09144308977446156,0.003922876662164887,0.09285849021013318,,5813,132535
CRE_L,114,0.09173129843181486,0.003922876662164887,0.0945486098011846,,5813,132535
CRE_L,115,0.09123916970233617,0.003922876662164887,0.09366582412193006,,5813,132535
CRE_L,116,0.09189977149966334,0.003922876662164887,0.0946542422756253,,5813,132535
CRE_L,117,0.09179136968659213,0.003922876662164887,0.09399781189874373,,5813,132535
CRE_L,118,0.0913139206258949,0.003922876662164887,0.09451842909420154,,5813,132535
CRE_L,119,0.09100741634906627,0.003922876662164887,0.09320556834043837,,5813,132535
CRE_L,120,0.09077736175109953,0.003922876662164887,0.09310748104274343,,5813,132535
CRE_L,121,0.09119945307950178,0.003922876662164887,0.0935903723544724,,5813,132535
CRE_L,122,0.09165123820350216,0.003922876662164887,0.09493341381521862,,5813,132535
CRE_L,123,0.0914711491670823,0.003922876662164887,0.09251895725657373,,5813,132535
CRE_L,124,0.0912231387623563,0.003922876662164887,0.09380163730335384,,5813,132535
CRE_L,125,0.09097099989323107,0.003922876662164887,0.09394499566152337,,5813,132535
CRE_L,126,0.09088554789841946,0.003922876662164887,0.09405062813596408,,5813,132535
CRE_L,127,0.09181662560559412,0.003922876662164887,0.09316029727996378,,5813,132535
CRE_L,128,0.09101953280031005,0.003922876662164887,0.09216433394952277,,5813,132535
CRE_L,129,0.09282736793177351,0.003922876662164887,0.09323574904742143,,5813,132535
CRE_L,130,0.09140449763835078,0.003922876662164887,0.09512204323386275,,5813,132535
CRE_L,131,0.09183785043247579,0.003922876662164887,0.09358282717772663,,5813,132535
CRE_L,132,0.09086049607839118,0.003922876662164887,0.09327347493115026,,5813,132535
CRE_L,133,0.09111004531731699,0.003922876662164887,0.09435998038254047,,5813,132535
